prompt,response,quality_rating,criteria,human_rater
Explain Redis and common use cases for it,You should always use Redis instead of a database for better performance.,1,Is Redis explained correctly with practical use cases?,bob
Implement a function to check if parentheses are balanced,Use regex to check if brackets are balanced.,3,Is the parentheses checker implemented correctly using a stack?,bob
What does the chmod command do and explain common permission modes,"Special bits:
SetUID (4000): s in owner execute — runs as file owner
SetGID (2000): s in group execute — new files inherit group
Sticky (1000): t in other execute — only owner can delete

chmod 1777 /tmp   # sticky bit on shared dir
chmod 4755 /usr/bin/passwd  # setuid for password program",10,Is the permission system correctly explained?,alice
Explain async/await in Python and when to use asyncio,async/await lets you write non-blocking code. Functions marked async can use await to pause without blocking.,7,Is async/await and asyncio explained correctly?,carol
What is git stash and when would you use it?,"Stash is a stack (LIFO):
git stash      # push to stack
git stash pop  # apply and remove top
git stash apply stash@{1}  # apply without removing

Warning: git stash does NOT stash untracked new files by default.
Use: git stash -u (--include-untracked)",9,Is git stash explained correctly with practical use cases?,bob
Explain blue-green deployment and canary deployment,Blue-green deploys to a second environment and switches traffic instantly. Canary gradually shifts traffic to the new version.,5,Are the deployment strategies explained correctly?,alice
Explain the concept of regularization in machine learning,"Intuition:
Without regularization: model can use any weights → overfits training noise.
With L2: large weights are penalized → model prefers simpler explanations.

lambda (regularization strength):
- Too small: no effect, still overfits
- Too large: underfits (weights → 0)
- Tune via cross-validation

In deep learning: dropout and batch normalization often work better than L1/L2.",8,Is regularization explained correctly with L1 and L2 differences?,bob
Write an async JavaScript function to fetch data from an API,"const fetchData = async (url) => {
  const controller = new AbortController();
  const timeout = setTimeout(() => controller.abort(), 5000);
  try {
    const res = await fetch(url, { signal: controller.signal });
    return await res.json();
  } finally {
    clearTimeout(timeout);
  }
};",9,Is the async/await usage correct and does it handle errors?,david
Explain Redis and common use cases for it,"Rate limiting with Redis:
def is_rate_limited(user_id, limit=100):
    key = f'rate:{user_id}:{datetime.now().minute}'
    count = redis.incr(key)
    if count == 1:
        redis.expire(key, 60)  # reset per minute
    return count > limit

Distributed lock:
with redis.lock('task:process', timeout=10):
    process_task()",10,Is Redis explained correctly with practical use cases?,alice
What is a confusion matrix and what metrics can you derive from it?,"Precision = TP/(TP+FP), Recall = TP/(TP+FN), F1 = harmonic mean of both.",4,Are the confusion matrix and derived metrics explained correctly?,alice
Explain the Singleton design pattern and when to use it,"In Python, module-level variables ARE singletons:
# config.py
settings = Settings()  # created once on import
# elsewhere
from config import settings  # same object everywhere

Often a better choice than implementing Singleton explicitly.",10,Is the Singleton pattern explained correctly with appropriate caveats?,bob
What is the CAP theorem in distributed systems?,"CAP theorem (Brewer's theorem): a distributed system can guarantee at most 2 of 3:
C — Consistency: all nodes see the same data at the same time
A — Availability: every request receives a response (may not be latest data)
P — Partition tolerance: system continues despite network partitions

Since network partitions are inevitable, real systems choose CP or AP.
CP: consistent but may refuse requests during partition (HBase, ZooKeeper, etcd)
AP: available but may return stale data (Cassandra, DynamoDB, CouchDB)",9,Is the CAP theorem explained correctly?,alice
Explain the difference between authentication and authorization,"RBAC implementation:
Roles: admin, editor, viewer
Permissions: posts:create, posts:delete, posts:read

admin → [posts:create, posts:delete, posts:read]
editor → [posts:create, posts:read]
viewer → [posts:read]

def can(user, permission):
    return permission in ROLE_PERMISSIONS[user.role]",8,Is the auth/authz distinction correctly explained?,alice
Explain JavaScript's 'this' keyword and how context works,'this' always refers to the window object.,2,Is 'this' binding explained correctly with common pitfalls?,carol
What is the CAP theorem in distributed systems?,"PACELC extends CAP:
If Partition: choose A or C (CAP)
Else (normal operation): choose Latency or Consistency

Cassandra (AP): low latency, eventual consistency
MySQL (CP): consistent, higher latency
Spanner: claims to be CA using TrueTime for clock sync",9,Is the CAP theorem explained correctly?,alice
Write a SQL query to find the top 5 customers by total order value,"Join customers with orders, group by customer, sum the amounts, order descending, take top 5.",4,Is the SQL syntactically correct and logically sound?,david
How do you write parameterized tests in pytest?,"Multiple parameters:
@pytest.mark.parametrize('a,b,expected', [
    (1, 2, 3),
    (0, 0, 0),
    (-1, 1, 0),
    (100, -100, 0),
])
def test_add(a, b, expected):
    assert add(a, b) == expected

# Named test IDs:
@pytest.mark.parametrize('n,expected', [
    pytest.param(0, True, id='zero_is_even'),
    pytest.param(1, False, id='one_is_odd'),
    pytest.param(2, True, id='two_is_even'),
])
def test_is_even(n, expected): ...",8,Is pytest parameterization explained correctly?,eve
Write a bash script to find all files larger than 100MB in a directory,"#!/bin/bash
# Usage: ./find_large.sh [directory] [size_MB]
DIR=""${1:-.}""
SIZE=""${2:-100}""

echo ""Files larger than ${SIZE}MB in $DIR:""
echo ""---""
find ""$DIR"" -type f -size +""${SIZE}""M -exec du -sh {} + 2>/dev/null | \
  sort -rh | \
  head -20",8,Is the bash script correct and does it handle edge cases?,alice
Explain microservices vs monolithic architecture,"Microservices: app split into small, independently deployable services.
Each service: single responsibility, own database, own language/stack.
+ Scale services independently
+ Polyglot (right tool per job)
+ Deploy services independently
+ Fault isolation
- Network complexity (service discovery, timeouts)
- Data consistency across services (distributed transactions)
- Much more operational overhead
- Debugging distributed traces",10,Is the comparison accurate with honest tradeoffs?,bob
